"85960 	 0 	-3928 	16408 	-5036 	
"2854440 	 0 	-4092 	16280 	-5176 	
";;;;;
"2854440 	 1 	64 	15072 	-7908 	
";;;;;
"2854440 	 2 	-3932 	16372 	-5320 	
";;;;;
"2881140 	 0 	-3976 	16424 	-5144 	
";;;;;
"2881140 	 1 	0 	14976 	-7168 	
";;;;;
"2881140 	 2 	-3940 	16324 	-4984 	
";;;;;
"2907788 	 0 	-3904 	16296 	-4924 	
";;;;;
"2907788 	 1 	96 	14992 	-7168 	
";;;;;
"2907788 	 2 	-3904 	16340 	-5024 	
";;;;;
"2934500 	 0 	-3912 	16280 	-5032 	
";;;;;
"2934500 	 1 	8 	15172 	-7160 	
";;;;;
"2934500 	 2 	-3920 	16336 	-5216 	
";;;;;
"2961148 	 0 	-3992 	16288 	-5116 	
";;;;;
"2961148 	 1 	96 	15076 	-7936 	
";;;;;
"2961148 	 2 	-3964 	16380 	-5168 	
";;;;;
"2987852 	 0 	-3948 	16404 	-5148 	
";;;;;
"2987852 	 1 	160 	14980 	-7136 	
";;;;;
"2987852 	 2 	-3944 	16328 	-5124 	
";;;;;
"3014588 	 0 	-3996 	16320 	-5096 	
";;;;;
"3014588 	 1 	128 	14984 	-7164 	
";;;;;
"3014588 	 2 	-4016 	16196 	-5068 	
";;;;;
"3041348 	 0 	-4028 	16172 	-5080 	
";;;;;
"3041348 	 1 	12 	14988 	-7808 	
";;;;;
"3041348 	 2 	-4076 	16312 	-5116 	
";;;;;
"3068060 	 0 	-4008 	16376 	-5108 	
";;;;;
"3068060 	 1 	64 	15088 	-7904 	
";;;;;
"3068060 	 2 	-3988 	16348 	-5180 	
";;;;;
"3094756 	 0 	-3948 	16360 	-5224 	
";;;;;
"3094756 	 1 	0 	14992 	-7152 	
";;;;;
"3094756 	 2 	-4040 	16384 	-5096 	
";;;;;
"3121412 	 0 	-4000 	16328 	-5152 	
";;;;;
"3121412 	 1 	16 	14976 	-7160 	
";;;;;
"3121412 	 2 	-3972 	16300 	-4988 	
";;;;;
"3148104 	 0 	-3992 	16340 	-5028 	
";;;;;
"3148104 	 1 	36 	14928 	-7096 	
";;;;;
"3148104 	 2 	-4056 	16296 	-5100 	
";;;;;
"3174804 	 0 	-4052 	16348 	-5104 	
";;;;;
"3174804 	 1 	20 	15116 	-7796 	
";;;;;
"3174804 	 2 	-4036 	16292 	-5132 	
";;;;;
"3201500 	 0 	-4016 	16364 	-5104 	
";;;;;
"3201500 	 1 	80 	15048 	-7860 	
";;;;;
"3201500 	 2 	-4040 	16272 	-5060 	
";;;;;
"3228184 	 0 	-4008 	16324 	-5124 	
";;;;;
"3228184 	 1 	0 	14984 	-7164 	
";;;;;
"3228184 	 2 	-4044 	16304 	-5136 	
";;;;;
"3254824 	 0 	-4056 	16324 	-5156 	
";;;;;
"3254824 	 1 	0 	15140 	-7112 	
";;;;;
"3254824 	 2 	-4092 	16268 	-5176 	
";;;;;
"3281468 	 0 	-4004 	16272 	-5144 	
";;;;;
"3281468 	 1 	68 	14976 	-7152 	
";;;;;
"3281468 	 2 	-4000 	16356 	-5024 	
";;;;;
"3308160 	 0 	-3948 	16344 	-4980 	
";;;;;
"3308160 	 1 	128 	14932 	-7152 	
";;;;;
"3308160 	 2 	-4080 	16364 	-5072 	
";;;;;
"3334896 	 0 	-3952 	16384 	-5152 	
";;;;;
"3334896 	 1 	16 	14976 	-7072 	
";;;;;
"3334896 	 2 	-4004 	16308 	-5056 	
";;;;;
"3361584 	 0 	-4048 	16316 	-5148 	
";;;;;
"3361584 	 1 	4 	15076 	-7168 	
";;;;;
"3361584 	 2 	-4020 	16392 	-5124 	
";;;;;
"3388240 	 0 	-4016 	16352 	-5256 	
";;;;;
"3388240 	 1 	20 	15044 	-7104 	
";;;;;
"3388240 	 2 	-3996 	16344 	-5096 	
";;;;;
"3414948 	 0 	-3984 	16376 	-5068 	
";;;;;
"3414948 	 1 	132 	14996 	-7168 	
";;;;;
"3414948 	 2 	-4036 	16268 	-5024 	
";;;;;
"3441704 	 0 	-3960 	16332 	-5060 	
";;;;;
"3441704 	 1 	88 	14880 	-7100 	
";;;;;
"3441704 	 2 	-4112 	16232 	-4984 	
";;;;;
"3468408 	 0 	-4076 	16244 	-4960 	
";;;;;
"3468408 	 1 	40 	14944 	-7164 	
";;;;;
"3468408 	 2 	-4008 	16292 	-5204 	
";;;;;
"3495104 	 0 	-4024 	16352 	-5112 	
";;;;;
"3495104 	 1 	72 	15072 	-7784 	
";;;;;
"3495104 	 2 	-4072 	16364 	-5244 	
";;;;;
"3521800 	 0 	-4004 	16348 	-5024 	
";;;;;
"3521800 	 1 	96 	14976 	-7160 	
";;;;;
"3521800 	 2 	-4004 	16272 	-4992 	
";;;;;
"3548496 	 0 	-4044 	16252 	-5064 	
";;;;;
"3548496 	 1 	592 	14944 	-7104 	
";;;;;
"3548496 	 2 	-4120 	16256 	-5036 	
";;;;;
"3575236 	 0 	-4040 	16220 	-5076 	
";;;;;
"3575236 	 1 	32 	15108 	-7788 	
";;;;;
"3575236 	 2 	-4004 	16312 	-5184 	
";;;;;
"3601940 	 0 	-4028 	16388 	-5100 	
";;;;;
"3601940 	 1 	0 	14980 	-7892 	
";;;;;
"3601940 	 2 	-4048 	16296 	-5240 	
";;;;;
"3628592 	 0 	-4008 	16308 	-5148 	
";;;;;
"3628592 	 1 	64 	15008 	-7840 	
";;;;;
"3628592 	 2 	-3976 	16252 	-5180 	
";;;;;
"3655288 	 0 	-4044 	16296 	-5080 	
";;;;;
"3655288 	 1 	104 	14984 	-7164 	
";;;;;
"3655288 	 2 	-3976 	16336 	-5168 	
";;;;;
"3682032 	 0 	-4016 	16372 	-5104 	
";;;;;
"3682032 	 1 	40 	14984 	-8000 	
";;;;;
"3682032 	 2 	-3952 	16308 	-5124 	
";;;;;
"3708732 	 0 	-4028 	16316 	-5168 	
";;;;;
"3708732 	 1 	4 	14980 	-7148 	
";;;;;
"3708732 	 2 	-4072 	16276 	-5072 	
";;;;;
"3735392 	 0 	-3904 	16372 	-5064 	
";;;;;
"3735392 	 1 	192 	15112 	-7136 	
";;;;;
"3735392 	 2 	-3964 	16344 	-5124 	
";;;;;
"3762152 	 0 	-3992 	16316 	-5104 	
";;;;;
"3762152 	 1 	128 	0 	-7968 	
";;;;;
"3762152 	 2 	-3836 	16300 	-5160 	
";;;;;
"3788712 	 0 	-3968 	16488 	-5020 	
";;;;;
"3788712 	 1 	12 	0 	-7168 	
";;;;;
"3788712 	 2 	-3900 	16392 	-5040 	
";;;;;
"3815236 	 0 	-3916 	16400 	-5144 	
";;;;;
"3815236 	 1 	72 	14892 	-7156 	
";;;;;
"3815236 	 2 	-4056 	16268 	-5084 	
";;;;;
"3841932 	 0 	-4076 	16236 	-5032 	
";;;;;
"3841932 	 1 	4 	15108 	-7912 	
";;;;;
"3841932 	 2 	-4028 	16256 	-5136 	
";;;;;
"3868576 	 0 	-4080 	16216 	-5072 	
";;;;;
"3868576 	 1 	48 	15040 	-8056 	
";;;;;
"3868576 	 2 	-3992 	16336 	-5204 	
";;;;;
"3895284 	 0 	-3920 	16336 	-5124 	
";;;;;
"3895284 	 1 	152 	32 	-7152 	
";;;;;
"3895284 	 2 	-3904 	16388 	-5084 	
";;;;;
"3921908 	 0 	-3992 	16408 	-5140 	
";;;;;
"3921908 	 1 	136 	14880 	-7168 	
";;;;;
"3921908 	 2 	-3976 	16420 	-5076 	
";;;;;
"3948676 	 0 	-3988 	16312 	-5104 	
";;;;;
"3948676 	 1 	0 	14848 	-7104 	
";;;;;
"3948676 	 2 	-4048 	16252 	-4996 	
";;;;;
"3975332 	 0 	-4060 	16260 	-5076 	
";;;;;
"3975332 	 1 	8 	14888 	-7680 	
";;;;;
"3975332 	 2 	-3956 	16268 	-5124 	
";;;;;
"4001980 	 0 	-3948 	16360 	-5212 	
";;;;;
"4001980 	 1 	0 	15064 	-7776 	
";;;;;
"4001980 	 2 	-3928 	16316 	-5132 	
";;;;;
"4028628 	 0 	-3936 	16452 	-4940 	
";;;;;
"4028628 	 1 	8 	15008 	-7168 	
";;;;;
"4028628 	 2 	-3968 	16412 	-5028 	
";;;;;
"4055276 	 0 	-3972 	16356 	-5148 	
";;;;;
"4055276 	 1 	0 	14976 	-7164 	
";;;;;
"4055276 	 2 	-3960 	16260 	-5004 	
";;;;;
"4081932 	 0 	-3956 	16348 	-5136 	
";;;;;
"4081932 	 1 	144 	15136 	-7864 	
";;;;;
"4081932 	 2 	-3972 	16392 	-5164 	
";;;;;
"4108680 	 0 	-3904 	16364 	-5232 	
";;;;;
"4108680 	 1 	128 	15104 	-7168 	
";;;;;
"4108680 	 2 	-3968 	16440 	-5164 	
";;;;;
"4135432 	 0 	-3968 	16356 	-5152 	
";;;;;
"4135432 	 1 	112 	14920 	-7168 	
";;;;;
"4135432 	 2 	-3948 	16368 	-5084 	
";;;;;
"4162196 	 0 	-3956 	16328 	-5152 	
";;;;;
"4162196 	 1 	128 	14800 	-7156 	
";;;;;
"4162196 	 2 	-4040 	16220 	-5128 	
";;;;;
"4188948 	 0 	-4000 	16272 	-5212 	
";;;;;
"4188948 	 1 	16 	15040 	-8000 	
";;;;;
"4188948 	 2 	-3952 	16308 	-5272 	
";;;;;
"4215660 	 0 	-3988 	16336 	-5212 	
";;;;;
"4215660 	 1 	148 	14980 	-7888 	
";;;;;
"4215660 	 2 	-3932 	16328 	-5128 	
";;;;;
"4242424 	 0 	-3924 	16328 	-4944 	
";;;;;
"4242424 	 1 	72 	14976 	-7168 	
";;;;;
"4242424 	 2 	-3868 	16376 	-4988 	
";;;;;
"4269124 	 0 	-3856 	16396 	-4940 	
";;;;;
"4269124 	 1 	132 	14932 	-7152 	
";;;;;
"4269124 	 2 	-3864 	16392 	-5004 	
";;;;;
"4295864 	 0 	-3868 	16404 	-5104 	
";;;;;
"4295864 	 1 	76 	15112 	-7152 	
";;;;;
"4295864 	 2 	-3964 	16328 	-5044 	
";;;;;
"4322572 	 0 	-3928 	16312 	-5188 	
";;;;;
"4322572 	 1 	140 	15008 	-7932 	
";;;;;
"4322572 	 2 	-3948 	16328 	-5156 	
";;;;;
"4349356 	 0 	-4016 	16352 	-5176 	
";;;;;
"4349356 	 1 	20 	14996 	-7964 	
";;;;;
"4349356 	 2 	-4004 	16320 	-5148 	
";;;;;
"4376052 	 0 	-3996 	16284 	-5060 	
";;;;;
"4376052 	 1 	64 	14976 	-7924 	
";;;;;
"4376052 	 2 	-3928 	16364 	-5128 	
";;;;;
"4402748 	 0 	-3980 	16356 	-5196 	
";;;;;
"4402748 	 1 	0 	15120 	-7920 	
";;;;;
"4402748 	 2 	-4028 	16304 	-5184 	
";;;;;
"4429408 	 0 	-3940 	16348 	-5168 	
";;;;;
"4429408 	 1 	56 	15032 	-7168 	
";;;;;
"4429408 	 2 	-3964 	16252 	-5152 	
";;;;;
"4456096 	 0 	-3992 	16288 	-5164 	
";;;;;
"4456096 	 1 	0 	15104 	-7164 	
";;;;;
"4456096 	 2 	-4072 	16236 	-5084 	
";;;;;
"4482744 	 0 	-3984 	16328 	-5108 	
";;;;;
"4482744 	 1 	8 	14984 	-8000 	
";;;;;
"4482744 	 2 	-3892 	16312 	-5136 	
";;;;;
"4509408 	 0 	-3928 	16368 	-5080 	
";;;;;
"4509408 	 1 	148 	15044 	-7160 	
";;;;;
"4509408 	 2 	-3832 	16328 	-5156 	
";;;;;
"4536140 	 0 	-3884 	16388 	-5076 	
";;;;;
"4536140 	 1 	68 	15016 	-7044 	
";;;;;
"4536140 	 2 	-3960 	16344 	-5076 	
";;;;;
"4562852 	 0 	-3968 	16292 	-5128 	
";;;;;
"4562852 	 1 	12 	14980 	-7120 	
";;;;;
"4562852 	 2 	-3956 	16232 	-4988 	
";;;;;
"4589548 	 0 	-3964 	16352 	-5076 	
";;;;;
"4589548 	 1 	4 	14848 	-7992 	
";;;;;
"4589548 	 2 	-4060 	16240 	-5052 	
";;;;;
"4616220 	 0 	-3964 	16288 	-5180 	
";;;;;
"4616220 	 1 	76 	14912 	-7152 	
";;;;;
"4616220 	 2 	-4052 	16228 	-5128 	
";;;;;
"4642916 	 0 	-3968 	16344 	-5104 	
";;;;;
"4642916 	 1 	8 	4 	-7168 	
";;;;;
"4642916 	 2 	-4000 	16388 	-5228 	
";;;;;
"4669392 	 0 	-3944 	16376 	-5084 	
";;;;;
"4669392 	 1 	64 	8 	-7160 	
";;;;;
"4669392 	 2 	-3832 	16360 	-5052 	
";;;;;
"4695928 	 0 	-3904 	16416 	-5104 	
";;;;;
"4695928 	 1 	32 	14976 	-7072 	
";;;;;
"4695928 	 2 	-3912 	16388 	-5092 	
";;;;;
"4722636 	 0 	-3976 	16232 	-5108 	
";;;;;
"4722636 	 1 	64 	15064 	-7932 	
";;;;;
"4722636 	 2 	-4048 	16252 	-5108 	
";;;;;
"4749344 	 0 	-4076 	16276 	-5172 	
";;;;;
"4749344 	 1 	8 	15128 	-7920 	
";;;;;
"4749344 	 2 	-3972 	16328 	-5156 	
";;;;;
"4775992 	 0 	-3992 	16280 	-5256 	
";;;;;
"4775992 	 1 	96 	14980 	-8064 	
";;;;;
"4775992 	 2 	-3960 	16272 	-5204 	
";;;;;
"4802688 	 0 	-4012 	16276 	-5168 	
";;;;;
"4802688 	 1 	0 	14868 	-7168 	
";;;;;
"4802688 	 2 	-3904 	16316 	-5104 	
";;;;;
"4829328 	 0 	-4004 	16304 	-5116 	
";;;;;
"4829328 	 1 	8 	14880 	-7168 	
";;;;;
"4829328 	 2 	-3920 	16320 	-5068 	
";;;;;
"4855980 	 0 	-3952 	16336 	-5236 	
";;;;;
"4855980 	 1 	136 	14980 	-7144 	
";;;;;
"4855980 	 2 	-3908 	16324 	-5188 	
";;;;;
"4882712 	 0 	-3852 	16288 	-5136 	
";;;;;
"4882712 	 1 	128 	15052 	-7032 	
";;;;;
"4882712 	 2 	-3884 	16296 	-5008 	
";;;;;
"4909476 	 0 	-3808 	16404 	-5028 	
";;;;;
"4909476 	 1 	72 	0 	-7088 	
";;;;;
"4909476 	 2 	-3820 	16372 	-5084 	
";;;;;
"4936004 	 0 	-3840 	16352 	-5052 	
";;;;;
"4936004 	 1 	16 	14912 	-6992 	
";;;;;
"4936004 	 2 	-3844 	16340 	-5048 	
";;;;;
"4962700 	 0 	-3872 	16340 	-5012 	
";;;;;
"4962700 	 1 	8 	14856 	-8140 	
";;;;;
"4962700 	 2 	-3992 	16268 	-5268 	
";;;;;
"4989348 	 0 	-4052 	16280 	-5104 	
";;;;;
"4989348 	 1 	32 	14864 	-8048 	
";;;;;
"4989348 	 2 	-3984 	16264 	-5300 	
";;;;;
"5016044 	 0 	-3992 	16332 	-5120 	
";;;;;
"5016044 	 1 	96 	14984 	-7892 	
";;;;;
"5016044 	 2 	-3972 	16276 	-5176 	
";;;;;
"5042748 	 0 	-4056 	16380 	-5084 	
";;;;;
"5042748 	 1 	8 	15076 	-7840 	
";;;;;
"5042748 	 2 	-3892 	16360 	-5028 	
";;;;;
"5069400 	 0 	-3940 	16384 	-5080 	
";;;;;
"5069400 	 1 	4 	15140 	-7160 	
";;;;;
"5069400 	 2 	-3952 	16420 	-5104 	
";;;;;
"5096060 	 0 	-3904 	16332 	-5160 	
";;;;;
"5096060 	 1 	84 	14976 	-7792 	
";;;;;
"5096060 	 2 	-3876 	16316 	-5076 	
";;;;;
"5122756 	 0 	-3952 	16276 	-5064 	
";;;;;
"5122756 	 1 	64 	14912 	-8064 	
";;;;;
"5122756 	 2 	-4028 	16180 	-5152 	
";;;;;
"5149452 	 0 	-3960 	16228 	-5368 	
";;;;;
"5149452 	 1 	36 	14928 	-7920 	
";;;;;
"5149452 	 2 	-4048 	16280 	-5216 	
";;;;;
"5176160 	 0 	-4008 	16268 	-5160 	
";;;;;
"5176160 	 1 	168 	15052 	-7164 	
";;;;;
"5176160 	 2 	-3908 	16372 	-5168 	
";;;;;
"5202888 	 0 	-3896 	16464 	-5252 	
";;;;;
"5202888 	 1 	16 	36 	-7160 	
";;;;;
"5202888 	 2 	-3872 	16328 	-5060 	
";;;;;
"5229488 	 0 	-3860 	16328 	-5024 	
";;;;;
"5229488 	 1 	176 	14988 	-7036 	
";;;;;
"5229488 	 2 	-3872 	16284 	-5024 	
";;;;;
"5256248 	 0 	-3884 	16292 	-5104 	
";;;;;
"5256248 	 1 	24 	15008 	-7164 	
";;;;;
"5256248 	 2 	-3940 	16180 	-5140 	
";;;;;
"5282956 	 0 	-3964 	16280 	-5196 	
";;;;;
"5282956 	 1 	68 	14980 	-7928 	
";;;;;
"5282956 	 2 	-3956 	16400 	-5204 	
";;;;;
"5309656 	 0 	-3940 	16380 	-5188 	
";;;;;
"5309656 	 1 	16 	0 	-7156 	
";;;;;
"5309656 	 2 	-3816 	16380 	-5144 	
";;;;;
"5336172 	 0 	-3884 	16300 	-5128 	
";;;;;
"5336172 	 1 	152 	14984 	-7132 	
";;;;;
"5336172 	 2 	-3932 	16304 	-5048 	
";;;;;
"5362900 	 0 	-3952 	16312 	-5068 	
";;;;;
"5362900 	 1 	32 	14992 	-7168 	
";;;;;
"5362900 	 2 	-3972 	16292 	-5060 	
";;;;;
"5389608 	 0 	-3956 	16232 	-5152 	
";;;;;
"5389608 	 1 	152 	15152 	-7728 	
";;;;;
"5389608 	 2 	-3932 	16340 	-5192 	
";;;;;
"5416352 	 0 	-3948 	16352 	-5140 	
";;;;;
"5416352 	 1 	0 	14992 	-7164 	
";;;;;
"5416352 	 2 	-4044 	16316 	-5192 	
";;;;;
"5443000 	 0 	-4012 	16324 	-5076 	
";;;;;
"5443000 	 1 	12 	14880 	-8064 	
";;;;;
"5443000 	 2 	-3984 	16336 	-5120 	
";;;;;
"5469696 	 0 	-3984 	16372 	-5204 	
";;;;;
"5469696 	 1 	64 	14916 	-7168 	
";;;;;
"5469696 	 2 	-3936 	16300 	-5140 	
";;;;;
"5496388 	 0 	-4024 	16348 	-5264 	
";;;;;
"5496388 	 1 	132 	15104 	-7840 	
";;;;;
"5496388 	 2 	-3872 	16308 	-4984 	
";;;;;
"5523132 	 0 	-3940 	16364 	-5196 	
";;;;;
"5523132 	 1 	20 	15156 	-7104 	
";;;;;
"5523132 	 2 	-3888 	16404 	-5056 	
";;;;;
"5549832 	 0 	-3840 	16440 	-4996 	
";;;;;
"5549832 	 1 	32 	0 	-7088 	
";;;;;
"5549832 	 2 	-3892 	16384 	-5112 	
";;;;;
"5576360 	 0 	-3896 	16360 	-4892 	
";;;;;
"5576360 	 1 	64 	16 	-7124 	
";;;;;
"5576360 	 2 	-3920 	16308 	-4992 	
";;;;;
"5602908 	 0 	-3992 	16284 	-5120 	
";;;;;
"5602908 	 1 	160 	15040 	-7920 	
";;;;;
"5602908 	 2 	-3972 	16344 	-5120 	
";;;;;
"5629692 	 0 	-3984 	16332 	-5200 	
";;;;;
"5629692 	 1 	160 	15000 	-7168 	
";;;;;
"5629692 	 2 	-3988 	16308 	-5128 	
";;;;;
"5656432 	 0 	-3980 	16276 	-5172 	
";;;;;
"5656432 	 1 	0 	15008 	-7136 	
";;;;;
"5656432 	 2 	-3956 	16332 	-5148 	
";;;;;
"5683072 	 0 	-4008 	16296 	-4936 	
";;;;;
"5683072 	 1 	0 	14916 	-7936 	
";;;;;
"5683072 	 2 	-3932 	16304 	-5200 	
";;;;;
"5709736 	 0 	-3960 	16304 	-5172 	
";;;;;
"5709736 	 1 	32 	15016 	-8032 	
";;;;;
"5709736 	 2 	-4008 	16312 	-5196 	
";;;;;
"5736440 	 0 	-3988 	16316 	-5172 	
";;;;;
"5736440 	 1 	4 	15104 	-7808 	
";;;;;
"5736440 	 2 	-3988 	16344 	-5240 	
";;;;;
"5763120 	 0 	-3936 	16276 	-5060 	
";;;;;
"5763120 	 1 	88 	14868 	-7168 	
";;;;;
"5763120 	 2 	-3864 	16380 	-5104 	
";;;;;
"5789816 	 0 	-3860 	16284 	-4984 	
";;;;;
"5789816 	 1 	200 	14976 	-7952 	
";;;;;
"5789816 	 2 	-3888 	16316 	-5112 	
";;;;;
"5816544 	 0 	-3868 	16396 	-5092 	
";;;;;
"5816544 	 1 	0 	14984 	-7152 	
";;;;;
"5816544 	 2 	-3876 	16368 	-5216 	
";;;;;
"5843212 	 0 	-3944 	16352 	-5088 	
";;;;;
"5843212 	 1 	0 	14980 	-8064 	
";;;;;
"5843212 	 2 	-3940 	16332 	-5176 	
";;;;;
"5869876 	 0 	-3936 	16308 	-5128 	
";;;;;
"5869876 	 1 	136 	15016 	-8064 	
";;;;;
"5869876 	 2 	-3944 	16220 	-5200 	
";;;;;
"5896620 	 0 	-3912 	16272 	-5172 	
";;;;;
"5896620 	 1 	128 	14984 	-7140 	
";;;;;
"5896620 	 2 	-3940 	16328 	-5116 	
";;;;;
"5923360 	 0 	-3956 	16352 	-5136 	
";;;;;
"5923360 	 1 	48 	14980 	-7160 	
";;;;;
"5923360 	 2 	-3916 	16320 	-5160 	
";;;;;
"5950088 	 0 	-3948 	16308 	-5156 	
";;;;;
"5950088 	 1 	164 	15000 	-7992 	
";;;;;
"5950088 	 2 	-3944 	16320 	-5096 	
";;;;;
"5976828 	 0 	-3980 	16320 	-5108 	
";;;;;
"5976828 	 1 	0 	14984 	-7156 	
";;;;;
"5976828 	 2 	-3964 	16392 	-5156 	
";;;;;
"6003476 	 0 	-3900 	16312 	-5068 	
";;;;;
"6003476 	 1 	64 	14992 	-7160 	
";;;;;
"6003476 	 2 	-3840 	16380 	-5172 	
";;;;;
"6030180 	 0 	-3944 	16336 	-5004 	
";;;;;
"6030180 	 1 	8 	14976 	-7136 	
";;;;;
"6030180 	 2 	-3872 	16368 	-5092 	
";;;;;
"6056828 	 0 	-4032 	16360 	-5168 	
";;;;;
"6056828 	 1 	8 	15104 	-7936 	
";;;;;
"6056828 	 2 	-3920 	16344 	-5176 	
";;;;;
"6083492 	 0 	-3932 	16292 	-5220 	
";;;;;
"6083492 	 1 	168 	14992 	-7136 	
";;;;;
"6083492 	 2 	-3944 	16296 	-5248 	
";;;;;
"6110224 	 0 	-3960 	16396 	-5088 	
";;;;;
